Date,Number of Drivers,Inventory Level,Depot,Quantity Delivered(m3),Distance from Depot (km),Number of Stations,Discounts,Number of Pickups per Day,Demand
4/8/2023,11,6013647,2,70,65,11,2,14,38.5
4/8/2023,11,6528485,1,102,35,9,2,13,35.75
4/8/2023,19,7979161,2,67,65,9,1,14,66.5
4/8/2023,13,6535237,2,59,24,13,0,16,52.0
4/8/2023,9,6883627,1,120,45,15,2,9,20.25
4/8/2023,9,5344904,2,125,16,17,0,10,22.5
4/8/2023,19,7491265,2,114,22,11,2,14,66.5
4/8/2023,17,8483440,2,168,13,16,1,12,50.99999999999999
4/8/2023,20,5934459,2,38,8,17,0,11,55.00000000000001
4/8/2023,7,4680747,1,117,15,7,2,8,14.000000000000002
4/8/2023,7,8143628,2,152,65,4,2,17,29.75
4/8/2023,11,6407467,2,45,50,13,1,16,44.00000000000001
4/8/2023,7,6682781,2,87,58,12,1,15,26.25
4/8/2023,11,2915067,2,113,6,15,0,12,33.0
4/8/2023,7,3101810,1,40,56,18,0,10,17.5
4/8/2023,7,5137071,2,75,5,7,1,15,26.25
4/8/2023,12,7401555,1,156,67,5,1,10,30.0
4/8/2023,19,8539673,2,71,19,14,2,11,52.25
4/8/2023,17,5091537,1,161,9,11,2,15,63.74999999999999
4/8/2023,13,7143780,2,172,25,15,2,10,32.5
4/8/2023,13,7936930,1,83,57,14,2,15,48.75
4/8/2023,16,4647383,2,133,67,4,0,13,52.0
4/8/2023,12,5737432,2,182,55,16,0,17,50.99999999999999
4/8/2023,15,4780846,2,82,61,7,0,9,33.75
4/8/2023,7,8882677,1,158,33,13,1,16,28.000000000000004
4/8/2023,7,8374616,2,143,40,12,0,17,29.75
4/9/2023,20,7270799,1,44,12,17,1,16,80.0
4/9/2023,20,4759962,2,127,18,0,0,13,65.0
4/9/2023,11,5519364,2,64,28,9,0,10,27.500000000000004
4/9/2023,19,173509,1,22,9,3,1,7,33.25
4/9/2023,13,5941146,2,175,39,6,1,11,35.75
4/9/2023,15,6195142,2,62,28,4,0,16,60.0
4/9/2023,11,6302660,1,66,45,17,0,17,46.75
4/9/2023,7,6607542,1,111,5,9,2,14,24.500000000000004
4/9/2023,18,6557069,2,89,55,12,2,17,76.5
4/9/2023,10,8707558,2,102,50,9,2,11,27.500000000000004
4/9/2023,20,6627400,1,133,50,15,1,9,45.0
4/9/2023,15,8883722,1,91,36,13,2,9,33.75
4/9/2023,18,6222167,1,189,38,6,2,11,49.5
4/9/2023,20,8434677,2,121,59,10,0,17,85.0
4/9/2023,10,8427283,2,53,12,10,1,16,40.0
4/9/2023,18,5557904,1,114,26,15,1,16,72.0
4/9/2023,19,7612290,2,155,51,15,2,17,80.74999999999999
4/9/2023,13,3966295,1,131,52,8,0,10,32.5
4/9/2023,9,8338000,2,68,40,17,0,15,33.75
4/9/2023,18,6127071,2,51,56,15,0,10,45.0
4/9/2023,20,7351645,1,131,67,12,2,12,60.0
4/9/2023,11,7018955,1,52,63,12,2,11,30.25
4/9/2023,16,8355897,2,71,48,16,1,12,48.0
4/9/2023,15,9046921,2,157,69,11,1,16,60.0
4/9/2023,10,5115812,2,135,64,10,2,9,22.5
4/9/2023,20,4514213,2,160,45,11,0,15,75.0
4/9/2023,17,8977313,1,92,61,8,1,9,38.25
4/9/2023,12,7523132,1,61,11,11,1,9,27.0
4/9/2023,8,7669162,2,88,37,13,1,15,30.0
4/9/2023,14,7819620,1,169,30,14,2,16,56.00000000000001
4/9/2023,18,3426213,1,109,70,8,0,8,36.0
4/9/2023,16,3832273,2,166,60,13,0,17,68.0
4/9/2023,12,4177142,1,159,11,10,1,10,30.0
4/9/2023,18,4305939,2,131,14,13,1,14,63.0
4/9/2023,19,8974756,2,71,15,9,0,17,80.74999999999999
4/9/2023,12,3792128,2,187,18,8,2,17,50.99999999999999
4/9/2023,10,7928245,1,188,20,11,0,11,27.500000000000004
4/9/2023,13,8172786,2,160,58,14,2,15,48.75
4/9/2023,19,6354265,2,127,56,13,1,8,38.0
4/9/2023,8,7371510,1,121,65,16,0,8,16.0
4/10/2023,7,3511310,1,129,71,12,2,13,22.75
4/10/2023,17,4715091,1,168,74,7,2,5,21.25
4/10/2023,10,4811517,2,51,15,17,2,6,15.0
4/10/2023,5,8990264,2,188,10,18,0,5,6.25
4/10/2023,9,6130024,2,180,32,15,1,17,38.25
4/10/2023,19,6064117,1,167,10,8,0,9,42.75000000000001
4/10/2023,19,5023778,2,135,47,18,0,14,66.5
4/10/2023,11,6286606,1,137,15,15,0,9,24.75
4/10/2023,19,8455807,1,165,42,14,1,14,66.5
4/10/2023,7,7057019,2,174,36,16,2,9,15.75
4/10/2023,15,8030105,1,154,8,10,0,10,37.5
4/10/2023,18,6046929,1,35,30,5,0,8,36.0
4/10/2023,11,4756633,2,79,44,17,0,15,41.25
4/10/2023,12,8674111,1,35,68,13,1,15,45.0
4/10/2023,17,7879617,1,185,61,6,0,13,55.25
4/10/2023,14,5759043,1,176,51,14,2,10,35.0
4/10/2023,12,5168634,1,61,32,6,1,12,36.0
4/10/2023,14,6488851,1,48,54,5,1,12,42.0
4/10/2023,18,8283214,1,135,46,12,1,16,72.0
4/10/2023,10,5600929,2,55,61,17,2,16,40.0
4/10/2023,20,8686108,2,50,5,17,0,8,40.0
4/10/2023,17,8110322,1,59,63,18,1,8,34.0
4/10/2023,17,7725183,2,108,18,6,1,13,55.25
4/10/2023,20,7850316,2,106,54,12,0,15,75.0
4/10/2023,17,8737618,2,107,47,10,0,9,38.25
4/10/2023,18,8913249,1,118,62,18,1,15,67.5
4/10/2023,7,5744577,1,159,13,12,1,9,15.75
4/10/2023,11,5239550,1,89,51,15,1,16,44.00000000000001
4/10/2023,9,2717269,1,126,7,14,1,12,27.0
4/10/2023,16,4551538,1,73,68,4,0,16,64.0
4/10/2023,10,7289231,2,161,25,18,0,13,32.5
4/10/2023,18,5575648,2,140,44,17,0,8,36.0
4/10/2023,17,6436997,1,67,17,12,2,8,34.0
4/10/2023,20,9050268,1,91,34,4,1,12,60.0
4/11/2023,8,5100907,1,177,22,12,2,9,18.0
4/11/2023,8,7167650,2,74,40,17,1,12,24.0
4/11/2023,7,8693777,2,35,14,12,2,15,26.25
4/11/2023,20,5411864,1,144,58,14,2,13,65.0
4/11/2023,15,8596252,1,178,65,18,0,11,41.25
4/11/2023,9,6021654,2,77,39,15,2,11,24.75
4/11/2023,16,8824938,2,190,57,12,2,17,68.0
4/11/2023,15,9016971,1,186,8,13,1,16,60.0
4/11/2023,12,4440154,1,50,15,10,0,17,50.99999999999999
4/11/2023,17,7234154,1,94,60,12,1,11,46.75
4/11/2023,17,5021013,2,191,12,8,1,13,55.25
4/11/2023,17,5108185,1,182,27,11,2,12,50.99999999999999
4/11/2023,16,4301833,1,130,52,14,1,11,44.00000000000001
4/11/2023,13,7311455,1,103,14,14,1,8,26.0
4/11/2023,11,5646776,1,192,19,6,2,17,46.75
4/11/2023,9,3823911,2,86,64,16,0,9,20.25
4/11/2023,9,5664424,1,122,42,6,0,14,31.5
4/11/2023,12,4396297,2,126,7,14,1,10,30.0
4/11/2023,15,3936184,1,43,17,4,0,13,48.75
4/11/2023,13,4988371,1,34,29,5,1,16,52.0
4/11/2023,19,7361932,2,58,65,17,2,12,56.99999999999999
4/11/2023,11,4138833,2,175,6,7,0,8,22.000000000000004
4/11/2023,17,4633118,1,67,47,14,1,10,42.5
4/12/2023,14,9887826,2,70,6,14,2,20,70.0
4/12/2023,16,5939438,1,147,18,8,0,8,32.0
4/12/2023,11,5587243,2,90,70,9,2,16,44.00000000000001
4/12/2023,17,8040265,1,13,49,2,2,19,80.74999999999999
4/12/2023,12,3936854,1,167,11,8,1,7,21.0
4/12/2023,15,7673188,2,131,57,15,2,15,56.25
4/12/2023,20,8157949,1,177,31,5,2,15,75.0
4/12/2023,20,6793073,1,89,69,12,1,9,45.0
4/12/2023,18,8152896,1,158,30,6,1,12,54.0
4/12/2023,19,5077785,2,70,45,7,0,16,76.0
4/12/2023,20,4535217,2,85,44,13,1,13,65.0
4/12/2023,9,5030688,2,38,42,13,1,17,38.25
4/12/2023,8,7333548,2,99,18,8,0,11,22.000000000000004
4/12/2023,20,7006360,1,72,57,15,2,12,60.0
4/12/2023,10,9046308,1,76,35,15,0,16,40.0
4/12/2023,9,4891973,2,188,55,9,1,14,31.5
4/12/2023,13,7481207,1,109,63,5,1,12,39.0
4/12/2023,20,7108652,1,97,55,9,1,15,75.0
4/12/2023,13,6030660,2,128,48,13,0,15,48.75
4/12/2023,10,6766576,2,78,68,10,2,14,35.0
4/12/2023,13,6936482,2,162,68,5,1,17,55.25
4/12/2023,19,4731670,2,41,20,9,1,16,76.0
4/12/2023,14,8136013,2,56,67,15,0,15,52.5
4/12/2023,14,7918371,1,113,5,14,0,17,59.5
4/12/2023,10,7289721,1,79,48,7,2,12,30.0
4/12/2023,10,6956151,1,76,42,18,0,12,30.0
4/12/2023,20,8650941,1,108,57,9,1,10,50.0
4/12/2023,13,3763856,2,136,9,6,1,15,48.75
4/13/2023,14,8137259,1,34,29,8,2,8,28.000000000000004
4/13/2023,19,9215162,2,154,49,17,2,11,52.25
4/13/2023,5,3597219,2,104,53,8,2,13,16.25
4/13/2023,17,4983828,2,10,44,7,0,11,46.75
4/13/2023,15,7363067,2,57,49,2,0,14,52.5
4/13/2023,19,4622444,2,153,47,7,0,14,66.5
4/13/2023,7,4333729,1,60,58,16,2,14,24.500000000000004
4/13/2023,8,5654824,1,160,11,5,0,13,26.0
4/13/2023,18,5478545,2,106,38,16,2,15,67.5
4/13/2023,7,6458968,1,69,16,7,1,13,22.75
4/13/2023,13,8052930,1,139,24,4,2,10,32.5
4/13/2023,16,8627937,2,39,69,8,1,9,36.0
4/13/2023,12,3600966,1,98,6,7,0,10,30.0
4/13/2023,18,4107297,2,192,57,17,0,12,54.0
4/13/2023,8,8435377,1,177,70,13,2,17,34.0
4/13/2023,19,4967089,2,78,26,14,0,13,61.75000000000001
4/13/2023,17,7709031,1,90,26,11,1,11,46.75
4/13/2023,15,4211001,1,161,34,18,2,11,41.25
4/13/2023,9,8860134,2,153,54,10,1,12,27.0
4/13/2023,17,8606994,1,64,21,4,0,15,63.74999999999999
4/13/2023,18,6360045,1,93,45,7,0,12,54.0
4/13/2023,8,7303892,2,48,23,10,2,12,24.0
4/13/2023,15,3516752,1,165,42,9,1,16,60.0
4/13/2023,8,5319602,2,55,7,17,0,8,16.0
4/13/2023,12,5098936,2,44,63,13,0,17,50.99999999999999
4/13/2023,14,2787425,1,108,14,14,1,12,42.0
4/13/2023,8,4502976,2,117,15,18,2,13,26.0
4/13/2023,11,7706980,1,76,16,17,1,15,41.25
4/13/2023,12,4357364,1,77,53,8,2,10,30.0
4/13/2023,16,8319371,2,52,8,5,1,8,32.0
4/13/2023,17,7313619,2,63,30,17,1,15,63.74999999999999
4/13/2023,14,6762515,1,130,47,5,2,9,31.5
4/13/2023,19,7719841,1,47,46,10,2,11,52.25
4/14/2023,9,9375050,1,122,6,11,1,14,31.5
4/14/2023,7,4445230,2,114,5,1,1,10,17.5
4/14/2023,14,7719734,1,169,22,16,0,11,38.5
4/14/2023,16,3674823,2,139,45,16,2,14,56.00000000000001
4/14/2023,15,5628492,1,126,18,15,1,15,56.25
4/14/2023,9,4998592,2,171,38,5,1,10,22.5
4/14/2023,20,8630406,2,79,63,8,0,10,50.0
4/14/2023,18,7113786,2,60,57,7,0,15,67.5
4/14/2023,17,6854827,2,191,16,15,2,17,72.25
4/14/2023,15,6138561,1,103,67,12,0,17,63.74999999999999
4/14/2023,16,5083384,1,77,5,15,1,10,40.0
4/14/2023,10,8979439,2,192,11,16,0,17,42.5
4/14/2023,18,8130833,1,142,15,4,0,9,40.5
4/14/2023,19,6017676,1,68,21,8,0,12,56.99999999999999
4/14/2023,8,4474613,2,145,20,17,0,9,18.0
4/14/2023,10,8644595,1,47,38,16,1,10,25.0
4/14/2023,10,4099768,1,64,8,5,2,17,42.5
4/14/2023,16,6131558,1,153,22,13,1,17,68.0
4/14/2023,8,6084122,2,37,24,16,0,12,24.0
4/14/2023,16,7477566,2,166,11,11,1,8,32.0
4/14/2023,12,8994864,2,157,50,12,2,12,36.0
4/14/2023,19,6984899,2,101,33,11,0,17,80.74999999999999
4/14/2023,7,7304429,1,93,60,15,2,12,21.0
4/14/2023,8,5114971,2,175,40,14,0,15,30.0
4/14/2023,20,8586051,1,36,32,8,2,10,50.0
4/14/2023,16,3846500,1,184,9,11,0,12,48.0
4/14/2023,19,8149541,1,187,54,13,0,9,42.75000000000001
4/14/2023,16,4401477,2,123,70,12,1,16,64.0
4/15/2023,20,5381661,2,96,20,13,1,18,90.0
4/15/2023,20,6871313,2,39,19,16,1,14,70.0
4/15/2023,18,8474501,1,94,32,11,0,9,40.5
4/15/2023,14,7353528,1,113,42,15,2,17,59.5
4/15/2023,18,4113377,1,64,8,11,0,8,36.0
4/15/2023,9,4660058,2,170,16,15,1,9,20.25
4/15/2023,19,7212277,2,96,60,4,0,10,47.5
4/15/2023,19,7412652,1,75,29,11,1,8,38.0
4/15/2023,8,7488085,2,44,17,9,2,10,20.0
4/15/2023,10,8078910,2,137,17,15,1,11,27.500000000000004
4/15/2023,15,7688104,2,165,23,4,0,9,33.75
4/15/2023,18,5023154,2,53,30,4,2,9,40.5
4/15/2023,7,4925533,2,71,62,5,1,12,21.0
4/15/2023,20,7310748,1,110,40,15,0,8,40.0
4/15/2023,10,4128725,1,74,50,14,1,14,35.0
4/15/2023,16,5985012,2,142,17,5,2,10,40.0
4/15/2023,11,3598526,1,59,54,4,0,10,27.500000000000004
4/15/2023,15,1534074,2,176,39,5,0,10,37.5
4/15/2023,10,8036921,1,70,34,12,1,16,40.0
4/15/2023,14,4580783,2,99,7,15,1,9,31.5
4/15/2023,19,4985181,1,92,41,7,1,10,47.5
4/15/2023,15,6421732,2,123,64,4,2,17,63.74999999999999
4/15/2023,10,5051197,1,119,14,13,0,11,27.500000000000004
4/15/2023,20,8303764,1,145,49,14,0,8,40.0
4/15/2023,10,5577194,1,80,25,11,1,10,25.0
4/15/2023,14,5320591,2,34,53,9,0,16,56.00000000000001
4/16/2023,12,708405,1,66,56,14,2,10,30.0
4/16/2023,14,7079396,1,177,6,8,1,16,56.00000000000001
4/16/2023,19,6658778,1,132,47,14,2,10,47.5
4/16/2023,7,586569,1,96,72,10,2,11,19.25
4/16/2023,14,4427210,1,84,56,7,2,10,35.0
4/16/2023,18,8645222,1,69,41,10,2,17,76.5
4/16/2023,18,5394580,1,147,8,17,2,14,63.0
4/16/2023,14,3812720,2,190,8,6,0,8,28.000000000000004
4/16/2023,14,4557992,2,126,29,8,2,11,38.5
4/16/2023,9,3830816,2,132,44,5,2,12,27.0
4/16/2023,9,6519350,2,167,4,13,2,9,20.25
4/16/2023,8,8691422,2,105,15,12,1,17,34.0
4/16/2023,14,6247546,1,123,26,6,0,12,42.0
4/16/2023,7,8189041,2,76,56,8,1,15,26.25
4/16/2023,8,6326630,2,132,18,5,2,16,32.0
4/16/2023,20,4286740,2,124,45,13,0,10,50.0
4/16/2023,8,8052912,2,158,23,17,2,17,34.0
4/16/2023,8,7301180,2,109,8,16,1,14,28.000000000000004
4/16/2023,7,4380832,1,86,40,11,0,13,22.75
4/16/2023,19,7325613,2,85,54,11,2,8,38.0
4/16/2023,10,6104116,2,50,32,6,1,15,37.5
4/16/2023,8,7379912,2,176,19,18,2,8,16.0
4/16/2023,9,7775010,1,89,36,17,2,10,22.5
4/16/2023,12,7036790,2,59,28,7,1,16,48.0
4/16/2023,8,7701978,1,63,44,8,0,9,18.0
4/16/2023,10,6909223,1,59,29,6,2,13,32.5
4/16/2023,10,9082565,2,144,63,6,0,13,32.5
4/16/2023,9,1869781,2,70,10,16,2,10,22.5
4/16/2023,13,2577541,2,186,57,18,1,14,45.5
4/16/2023,14,2044201,2,105,17,6,0,13,45.5
4/16/2023,8,7014161,1,96,15,7,2,15,30.0
4/16/2023,14,4519685,2,63,58,4,1,14,49.00000000000001
4/16/2023,8,6549756,2,113,33,9,1,12,24.0
4/16/2023,10,3624636,2,174,8,7,0,11,27.500000000000004
4/16/2023,14,3754912,1,190,53,7,2,16,56.00000000000001
4/16/2023,9,5108657,1,151,13,18,2,11,24.75
4/16/2023,13,7032156,1,58,54,6,0,12,39.0
4/16/2023,19,3848263,2,130,64,17,2,13,61.75000000000001
4/17/2023,18,3640339,2,34,36,9,1,5,22.5
4/17/2023,10,7783871,2,131,57,5,2,20,50.0
4/17/2023,16,4902629,2,195,22,10,2,11,44.00000000000001
4/17/2023,18,8919735,1,74,68,16,0,8,36.0
4/17/2023,8,7617875,2,36,21,18,0,12,24.0
4/17/2023,7,3881178,1,99,63,18,1,11,19.25
4/17/2023,19,7051413,1,79,57,11,0,16,76.0
4/17/2023,8,5189507,1,121,64,6,0,14,28.000000000000004
4/17/2023,8,8828540,1,86,14,11,1,15,30.0
4/17/2023,11,7357562,2,147,26,13,1,13,35.75
4/17/2023,16,7822609,2,107,63,5,0,17,68.0
4/17/2023,20,4365509,2,143,52,17,0,10,50.0
4/17/2023,10,4252112,2,166,30,18,0,11,27.500000000000004
4/17/2023,13,3777975,1,173,24,14,2,12,39.0
4/17/2023,10,6582255,1,67,49,17,0,15,37.5
4/17/2023,20,8993976,2,168,38,13,2,13,65.0
4/17/2023,10,4562627,1,108,13,13,0,15,37.5
4/17/2023,15,6332600,2,156,31,6,0,12,45.0
4/17/2023,15,5936715,1,74,66,11,2,16,60.0
4/17/2023,17,3971407,2,99,22,6,0,14,59.5
4/17/2023,15,6186694,2,129,40,13,0,12,45.0
4/17/2023,16,3042469,1,117,23,7,0,17,68.0
4/17/2023,9,2049292,2,152,25,7,2,15,33.75
4/17/2023,17,5213414,1,84,4,18,0,8,34.0
4/17/2023,19,1414984,2,187,43,16,0,13,61.75000000000001
4/17/2023,8,6596371,2,44,13,10,2,14,28.000000000000004
4/17/2023,8,7886244,2,105,37,9,0,11,22.000000000000004
4/17/2023,16,5899674,2,154,32,11,2,8,32.0
4/17/2023,9,5705220,1,146,57,17,1,16,36.0
4/17/2023,16,7920696,2,35,32,18,0,17,68.0
4/17/2023,12,7166126,2,81,33,14,2,12,36.0
4/18/2023,20,6331458,2,76,30,17,1,19,95.0
4/18/2023,7,2616811,2,65,2,16,2,9,15.75
4/18/2023,5,1368972,1,183,7,10,0,16,20.0
4/18/2023,20,3381564,1,41,38,18,1,6,30.0
4/18/2023,20,547702,2,109,28,18,2,10,50.0
4/18/2023,6,3249767,1,113,57,19,2,9,13.5
4/18/2023,6,5057780,2,167,38,7,1,5,7.5
4/18/2023,17,8676375,2,150,36,17,1,17,72.25
4/18/2023,10,5384758,2,128,46,15,2,10,25.0
4/18/2023,13,6072630,1,84,21,17,0,15,48.75
4/18/2023,18,8379645,2,45,43,12,2,12,54.0
4/18/2023,8,7686817,1,134,39,18,1,13,26.0
4/18/2023,11,8338114,2,167,65,4,0,8,22.000000000000004
4/18/2023,18,6226087,2,89,49,18,1,11,49.5
4/18/2023,14,8829947,2,180,55,8,2,12,42.0
4/18/2023,15,4325130,2,174,14,17,0,8,30.0
4/18/2023,14,5153776,2,160,57,6,1,17,59.5
4/18/2023,19,6656113,2,79,56,16,1,13,61.75000000000001
4/18/2023,10,5876057,2,80,7,12,2,12,30.0
4/18/2023,16,4960237,1,89,33,7,2,17,68.0
4/18/2023,20,7412035,1,74,59,16,2,10,50.0
4/18/2023,16,8679146,1,185,33,13,1,11,44.00000000000001
4/18/2023,20,7686029,1,147,61,18,1,10,50.0
4/18/2023,7,6715249,1,58,44,9,0,8,14.000000000000002
4/18/2023,11,6611215,2,152,44,15,0,13,35.75
4/18/2023,18,3375085,2,41,6,8,1,14,63.0
4/18/2023,16,2289708,2,89,30,15,2,10,40.0
4/18/2023,20,4656326,2,34,61,9,2,15,75.0
4/18/2023,15,7043028,1,150,59,10,2,17,63.74999999999999
4/18/2023,18,4934506,1,153,17,15,0,12,54.0
4/18/2023,17,7909023,2,97,7,13,0,9,38.25
4/18/2023,9,7526230,1,78,67,7,2,10,22.5
4/18/2023,12,7421417,1,188,39,6,2,11,33.0
4/18/2023,10,4218280,1,165,67,11,1,15,37.5
4/18/2023,8,5402939,1,154,24,12,1,10,20.0
4/18/2023,18,6391051,1,70,49,17,2,16,72.0
4/19/2023,12,3767818,1,164,60,14,2,19,56.99999999999999
4/19/2023,7,5140060,2,172,46,5,0,10,17.5
4/19/2023,19,8667592,1,45,46,10,1,14,66.5
4/19/2023,8,7184462,1,60,4,5,2,14,28.000000000000004
4/19/2023,17,8243477,2,135,44,12,0,10,42.5
4/19/2023,7,6167748,2,60,49,8,0,11,19.25
4/19/2023,12,4313366,2,82,4,12,0,11,33.0
4/19/2023,11,4645324,1,135,68,12,1,12,33.0
4/19/2023,18,8403280,2,65,55,11,0,11,49.5
4/19/2023,20,5330933,2,144,36,10,0,14,70.0
4/19/2023,9,5999641,2,75,69,4,1,10,22.5
4/19/2023,8,6480051,2,125,58,8,1,8,16.0
4/19/2023,14,5224458,1,131,14,14,2,10,35.0
4/19/2023,15,4800581,2,184,29,9,1,13,48.75
4/19/2023,19,8218182,1,191,60,15,0,15,71.25
4/19/2023,11,5918912,2,147,69,10,0,12,33.0
4/19/2023,11,6858743,1,128,57,15,0,8,22.000000000000004
4/19/2023,10,5823476,1,172,19,9,0,12,30.0
4/19/2023,10,8273293,1,114,22,12,0,9,22.5
4/19/2023,10,5236268,2,140,42,5,2,13,32.5
4/19/2023,16,6519567,1,182,28,5,2,10,40.0
4/19/2023,13,6699555,2,128,25,6,0,8,26.0
4/19/2023,10,8738339,1,133,5,13,2,17,42.5
4/19/2023,7,7043496,1,137,9,13,1,12,21.0
4/19/2023,18,4100650,1,100,38,12,0,12,54.0
4/19/2023,11,3602141,1,53,46,12,1,11,30.25
4/19/2023,17,8604218,1,105,41,18,0,10,42.5
4/19/2023,16,5236554,2,119,48,10,0,8,32.0
4/19/2023,10,7852224,2,112,42,18,2,17,42.5
4/19/2023,10,7375860,1,171,64,9,1,9,22.5
4/19/2023,15,5723061,1,56,66,10,2,8,30.0
4/19/2023,19,7149570,1,65,13,10,2,15,71.25
4/19/2023,18,4736044,2,148,15,5,0,15,67.5
4/19/2023,10,4429792,1,152,38,4,0,11,27.500000000000004
4/19/2023,20,6160633,2,157,42,15,1,15,75.0
4/19/2023,13,4471300,1,115,55,9,1,11,35.75
4/19/2023,17,6922394,1,170,67,8,0,14,59.5
4/20/2023,18,7873901,1,131,10,7,0,12,54.0
4/20/2023,8,86284,1,148,67,8,1,7,14.000000000000002
4/20/2023,18,1728196,1,77,42,11,0,19,85.50000000000001
4/20/2023,18,6563870,2,98,3,11,1,15,67.5
4/20/2023,15,7741227,2,179,4,16,1,13,48.75
4/20/2023,14,7506193,1,150,53,16,2,10,35.0
4/20/2023,11,5389111,2,88,62,13,0,13,35.75
4/20/2023,12,6354550,1,189,16,17,0,11,33.0
4/20/2023,15,7671742,1,66,7,9,2,10,37.5
4/20/2023,14,8216880,2,151,7,7,1,16,56.00000000000001
4/20/2023,7,5185786,2,67,14,5,1,14,24.500000000000004
4/20/2023,14,8718478,1,126,51,7,2,10,35.0
4/20/2023,20,3647942,1,182,19,10,2,11,55.00000000000001
4/20/2023,12,8665628,2,53,60,15,1,8,24.0
4/20/2023,13,8732794,1,131,5,13,1,17,55.25
4/20/2023,17,8674206,1,52,50,4,0,8,34.0
4/20/2023,10,6165053,1,175,42,16,2,17,42.5
4/20/2023,18,6133074,2,77,15,10,0,8,36.0
4/20/2023,17,9024587,1,129,11,7,2,8,34.0
4/20/2023,10,6263353,1,83,67,15,0,14,35.0
4/21/2023,7,9073976,1,103,46,9,1,6,10.5
4/21/2023,11,8818286,2,147,58,15,2,13,35.75
4/21/2023,17,6151363,2,92,13,15,0,12,50.99999999999999
4/21/2023,12,6364895,1,179,48,7,1,15,45.0
4/21/2023,18,8711466,2,178,38,6,1,12,54.0
4/21/2023,17,4694057,2,50,11,4,2,10,42.5
4/21/2023,14,8019607,2,146,50,18,0,12,42.0
4/21/2023,14,3832065,2,133,7,12,0,8,28.000000000000004
4/21/2023,15,8007537,1,183,37,15,2,9,33.75
4/21/2023,17,5148885,1,158,50,14,0,16,68.0
4/21/2023,9,6422387,1,137,17,13,2,17,38.25
4/21/2023,11,7289001,2,169,37,8,0,8,22.000000000000004
4/21/2023,20,5857015,2,110,38,9,2,12,60.0
4/21/2023,12,4290433,2,53,59,9,1,12,36.0
4/21/2023,11,7733568,2,137,34,13,2,11,30.25
4/21/2023,7,5342198,1,38,32,5,2,16,28.000000000000004
4/21/2023,10,4154622,2,135,7,12,0,15,37.5
4/21/2023,20,2753421,1,183,26,4,1,11,55.00000000000001
4/21/2023,12,7531018,1,47,16,5,0,9,27.0
4/21/2023,7,6262642,1,191,40,9,2,13,22.75
4/21/2023,8,7686957,1,182,50,11,0,16,32.0
4/21/2023,10,9006526,2,192,18,4,0,17,42.5
4/21/2023,17,8280443,1,146,18,7,0,15,63.74999999999999
4/21/2023,20,6229870,1,117,66,13,0,9,45.0
4/21/2023,7,8913241,2,107,32,11,1,15,26.25
4/21/2023,10,5835818,2,180,20,13,2,8,20.0
4/21/2023,13,5909294,1,181,50,7,2,13,42.24999999999999
4/22/2023,7,1373882,1,81,28,1,1,12,21.0
4/22/2023,5,227862,2,176,74,5,2,19,23.75
4/22/2023,17,5612238,2,85,68,6,2,16,68.0
4/22/2023,18,4833206,2,105,39,18,2,20,90.0
4/22/2023,14,4782484,1,186,70,15,1,8,28.000000000000004
4/22/2023,9,3608538,2,53,17,8,2,17,38.25
4/22/2023,17,4725875,2,142,57,9,0,14,59.5
4/22/2023,19,4460301,2,139,24,15,1,17,80.74999999999999
4/22/2023,14,6100449,2,84,29,18,2,13,45.5
4/22/2023,18,7004824,2,186,65,11,2,17,76.5
4/22/2023,20,5070128,2,113,60,10,1,13,65.0
4/22/2023,20,5610091,2,78,56,13,0,16,80.0
4/22/2023,14,6354610,1,86,8,14,2,13,45.5
4/22/2023,20,4103909,2,91,57,18,0,11,55.00000000000001
4/22/2023,10,8104751,1,182,12,4,0,14,35.0
4/22/2023,8,6233313,2,47,17,5,2,15,30.0
4/22/2023,9,8234042,2,191,62,5,1,10,22.5
4/22/2023,20,8991635,1,73,44,15,0,14,70.0
4/22/2023,7,5827613,2,41,32,17,2,10,17.5
4/22/2023,20,7241148,2,67,21,7,1,16,80.0
4/22/2023,9,8075682,2,148,48,13,2,17,38.25
4/22/2023,7,5750334,2,57,15,8,2,11,19.25
4/22/2023,12,5276176,2,35,32,15,0,13,39.0
4/22/2023,20,6424385,2,60,59,16,2,12,60.0
4/22/2023,15,5412989,2,166,58,16,0,17,63.74999999999999
4/22/2023,12,9043275,2,36,19,13,2,15,45.0
4/22/2023,13,8392206,1,76,11,13,0,8,26.0
4/22/2023,9,7013113,2,158,7,4,0,8,18.0
4/22/2023,13,5352523,2,124,58,4,0,15,48.75
4/23/2023,16,9549689,2,138,20,13,0,20,80.0
4/23/2023,12,8317209,1,88,19,4,1,18,54.0
4/23/2023,18,5361825,1,69,44,1,1,10,45.0
4/23/2023,14,4890651,2,111,65,11,1,14,49.00000000000001
4/23/2023,20,7590587,1,124,58,5,2,8,40.0
4/23/2023,7,6155670,2,131,65,5,1,16,28.000000000000004
4/23/2023,17,7620551,2,165,5,11,2,12,50.99999999999999
4/23/2023,17,4154947,1,113,30,16,2,17,72.25
4/23/2023,8,5585323,2,148,57,4,2,16,32.0
4/23/2023,11,7266887,2,92,9,14,2,17,46.75
4/23/2023,15,6690052,1,165,63,14,0,17,63.74999999999999
4/23/2023,7,8565340,1,91,9,4,1,14,24.500000000000004
